Dataset,Model,Pooling,K,Accuracy,F1_Micro,F1_Macro
surface_cls,mars_mae,cls,1,0.8557,0.8557,0.7280
surface_cls,mars_mae,cls,3,0.8595,0.8595,0.7079
surface_cls,mars_mae,cls,5,0.8588,0.8588,0.7022
surface_cls,mars_mae,cls,7,0.8563,0.8563,0.6635
surface_cls,mars_mae,cls,9,0.8513,0.8513,0.6478
surface_cls,mars_mae,cls,11,0.8551,0.8551,0.6473
surface_cls,mars_mae,cls,13,0.8463,0.8463,0.6278
surface_cls,mars_mae,cls,15,0.8400,0.8400,0.6030
surface_cls,mars_mae,mean,1,0.8551,0.8551,0.7192
surface_cls,mars_mae,mean,3,0.8588,0.8588,0.6821
surface_cls,mars_mae,mean,5,0.8588,0.8588,0.6666
surface_cls,mars_mae,mean,7,0.8557,0.8557,0.6447
surface_cls,mars_mae,mean,9,0.8526,0.8526,0.6291
surface_cls,mars_mae,mean,11,0.8444,0.8444,0.6230
surface_cls,mars_mae,mean,13,0.8388,0.8388,0.6209
surface_cls,mars_mae,mean,15,0.8356,0.8356,0.5925
surface_cls,mars_mae,max,1,0.8570,0.8570,0.7167
surface_cls,mars_mae,max,3,0.8538,0.8538,0.7008
surface_cls,mars_mae,max,5,0.8595,0.8595,0.6841
surface_cls,mars_mae,max,7,0.8551,0.8551,0.6604
surface_cls,mars_mae,max,9,0.8501,0.8501,0.6418
surface_cls,mars_mae,max,11,0.8432,0.8432,0.6269
surface_cls,mars_mae,max,13,0.8344,0.8344,0.6138
surface_cls,mars_mae,max,15,0.8356,0.8356,0.6117
surface_cls,mars_mae,gem,1,0.8551,0.8551,0.7241
surface_cls,mars_mae,gem,3,0.8639,0.8639,0.7095
surface_cls,mars_mae,gem,5,0.8626,0.8626,0.6991
surface_cls,mars_mae,gem,7,0.8576,0.8576,0.6672
surface_cls,mars_mae,gem,9,0.8563,0.8563,0.6604
surface_cls,mars_mae,gem,11,0.8576,0.8576,0.6523
surface_cls,mars_mae,gem,13,0.8507,0.8507,0.6340
surface_cls,mars_mae,gem,15,0.8394,0.8394,0.5960
surface_cls,siglip2,cls,1,0.8739,0.8739,0.7439
surface_cls,siglip2,cls,3,0.8827,0.8827,0.7269
surface_cls,siglip2,cls,5,0.8827,0.8827,0.7125
surface_cls,siglip2,cls,7,0.8714,0.8714,0.6841
surface_cls,siglip2,cls,9,0.8714,0.8714,0.6802
surface_cls,siglip2,cls,11,0.8664,0.8664,0.6595
surface_cls,siglip2,cls,13,0.8588,0.8588,0.6323
surface_cls,siglip2,cls,15,0.8645,0.8645,0.6415
surface_cls,siglip2,mean,1,0.8689,0.8689,0.7569
surface_cls,siglip2,mean,3,0.8808,0.8808,0.7398
surface_cls,siglip2,mean,5,0.8827,0.8827,0.7171
surface_cls,siglip2,mean,7,0.8789,0.8789,0.6957
surface_cls,siglip2,mean,9,0.8695,0.8695,0.6856
surface_cls,siglip2,mean,11,0.8676,0.8676,0.6677
surface_cls,siglip2,mean,13,0.8614,0.8614,0.6518
surface_cls,siglip2,mean,15,0.8614,0.8614,0.6540
surface_cls,siglip2,max,1,0.8708,0.8708,0.7754
surface_cls,siglip2,max,3,0.8833,0.8833,0.7461
surface_cls,siglip2,max,5,0.8839,0.8839,0.7333
surface_cls,siglip2,max,7,0.8808,0.8808,0.7151
surface_cls,siglip2,max,9,0.8802,0.8802,0.7220
surface_cls,siglip2,max,11,0.8764,0.8764,0.6962
surface_cls,siglip2,max,13,0.8714,0.8714,0.6622
surface_cls,siglip2,max,15,0.8708,0.8708,0.6549
surface_cls,siglip2,gem,1,0.8752,0.8752,0.7824
surface_cls,siglip2,gem,3,0.8814,0.8814,0.7448
surface_cls,siglip2,gem,5,0.8833,0.8833,0.7286
surface_cls,siglip2,gem,7,0.8770,0.8770,0.7197
surface_cls,siglip2,gem,9,0.8720,0.8720,0.6973
surface_cls,siglip2,gem,11,0.8708,0.8708,0.6935
surface_cls,siglip2,gem,13,0.8626,0.8626,0.6470
surface_cls,siglip2,gem,15,0.8588,0.8588,0.6455
surface_cls,openclip,cls,1,0.8695,0.8695,0.7099
surface_cls,openclip,cls,3,0.8777,0.8777,0.7019
surface_cls,openclip,cls,5,0.8726,0.8726,0.6744
surface_cls,openclip,cls,7,0.8764,0.8764,0.6747
surface_cls,openclip,cls,9,0.8701,0.8701,0.6678
surface_cls,openclip,cls,11,0.8689,0.8689,0.6573
surface_cls,openclip,cls,13,0.8689,0.8689,0.6523
surface_cls,openclip,cls,15,0.8664,0.8664,0.6498
surface_cls,openclip,mean,1,0.8595,0.8595,0.7241
surface_cls,openclip,mean,3,0.8645,0.8645,0.6988
surface_cls,openclip,mean,5,0.8714,0.8714,0.6889
surface_cls,openclip,mean,7,0.8651,0.8651,0.6735
surface_cls,openclip,mean,9,0.8614,0.8614,0.6774
surface_cls,openclip,mean,11,0.8582,0.8582,0.6732
surface_cls,openclip,mean,13,0.8545,0.8545,0.6581
surface_cls,openclip,mean,15,0.8526,0.8526,0.6527
surface_cls,openclip,max,1,0.8438,0.8438,0.6822
surface_cls,openclip,max,3,0.8607,0.8607,0.6762
surface_cls,openclip,max,5,0.8545,0.8545,0.6511
surface_cls,openclip,max,7,0.8557,0.8557,0.6564
surface_cls,openclip,max,9,0.8432,0.8432,0.6278
surface_cls,openclip,max,11,0.8375,0.8375,0.6158
surface_cls,openclip,max,13,0.8363,0.8363,0.6094
surface_cls,openclip,max,15,0.8338,0.8338,0.6049
surface_cls,openclip,gem,1,0.8576,0.8576,0.7195
surface_cls,openclip,gem,3,0.8626,0.8626,0.6984
surface_cls,openclip,gem,5,0.8607,0.8607,0.6728
surface_cls,openclip,gem,7,0.8595,0.8595,0.6740
surface_cls,openclip,gem,9,0.8519,0.8519,0.6636
surface_cls,openclip,gem,11,0.8482,0.8482,0.6507
surface_cls,openclip,gem,13,0.8438,0.8438,0.6400
surface_cls,openclip,gem,15,0.8476,0.8476,0.6410
surface_cls,dinov3_lvd,cls,1,0.8726,0.8726,0.7584
surface_cls,dinov3_lvd,cls,3,0.8745,0.8745,0.7754
surface_cls,dinov3_lvd,cls,5,0.8808,0.8808,0.7372
surface_cls,dinov3_lvd,cls,7,0.8795,0.8795,0.7372
surface_cls,dinov3_lvd,cls,9,0.8745,0.8745,0.7285
surface_cls,dinov3_lvd,cls,11,0.8676,0.8676,0.7082
surface_cls,dinov3_lvd,cls,13,0.8601,0.8601,0.6784
surface_cls,dinov3_lvd,cls,15,0.8601,0.8601,0.6680
surface_cls,dinov3_lvd,mean,1,0.8708,0.8708,0.7496
surface_cls,dinov3_lvd,mean,3,0.8783,0.8783,0.7478
surface_cls,dinov3_lvd,mean,5,0.8770,0.8770,0.7099
surface_cls,dinov3_lvd,mean,7,0.8720,0.8720,0.7087
surface_cls,dinov3_lvd,mean,9,0.8701,0.8701,0.6907
surface_cls,dinov3_lvd,mean,11,0.8664,0.8664,0.6833
surface_cls,dinov3_lvd,mean,13,0.8639,0.8639,0.6821
surface_cls,dinov3_lvd,mean,15,0.8588,0.8588,0.6642
surface_cls,dinov3_lvd,max,1,0.8739,0.8739,0.7726
surface_cls,dinov3_lvd,max,3,0.8783,0.8783,0.7255
surface_cls,dinov3_lvd,max,5,0.8701,0.8701,0.7115
surface_cls,dinov3_lvd,max,7,0.8739,0.8739,0.7005
surface_cls,dinov3_lvd,max,9,0.8670,0.8670,0.6901
surface_cls,dinov3_lvd,max,11,0.8626,0.8626,0.6643
surface_cls,dinov3_lvd,max,13,0.8570,0.8570,0.6405
surface_cls,dinov3_lvd,max,15,0.8532,0.8532,0.6339
surface_cls,dinov3_lvd,gem,1,0.8664,0.8664,0.7537
surface_cls,dinov3_lvd,gem,3,0.8745,0.8745,0.7261
surface_cls,dinov3_lvd,gem,5,0.8764,0.8764,0.7191
surface_cls,dinov3_lvd,gem,7,0.8695,0.8695,0.6840
surface_cls,dinov3_lvd,gem,9,0.8670,0.8670,0.6726
surface_cls,dinov3_lvd,gem,11,0.8645,0.8645,0.6714
surface_cls,dinov3_lvd,gem,13,0.8620,0.8620,0.6692
surface_cls,dinov3_lvd,gem,15,0.8551,0.8551,0.6416
surface_cls,dinov3_sat,cls,1,0.8444,0.8444,0.6808
surface_cls,dinov3_sat,cls,3,0.8538,0.8538,0.6699
surface_cls,dinov3_sat,cls,5,0.8476,0.8476,0.6455
surface_cls,dinov3_sat,cls,7,0.8425,0.8425,0.6223
surface_cls,dinov3_sat,cls,9,0.8344,0.8344,0.6116
surface_cls,dinov3_sat,cls,11,0.8331,0.8331,0.5976
surface_cls,dinov3_sat,cls,13,0.8262,0.8262,0.5893
surface_cls,dinov3_sat,cls,15,0.8174,0.8174,0.5788
surface_cls,dinov3_sat,mean,1,0.8582,0.8582,0.7132
surface_cls,dinov3_sat,mean,3,0.8532,0.8532,0.6979
surface_cls,dinov3_sat,mean,5,0.8532,0.8532,0.6780
surface_cls,dinov3_sat,mean,7,0.8545,0.8545,0.6609
surface_cls,dinov3_sat,mean,9,0.8432,0.8432,0.6372
surface_cls,dinov3_sat,mean,11,0.8407,0.8407,0.6301
surface_cls,dinov3_sat,mean,13,0.8325,0.8325,0.6141
surface_cls,dinov3_sat,mean,15,0.8243,0.8243,0.6015
surface_cls,dinov3_sat,max,1,0.8570,0.8570,0.7146
surface_cls,dinov3_sat,max,3,0.8551,0.8551,0.6789
surface_cls,dinov3_sat,max,5,0.8513,0.8513,0.6550
surface_cls,dinov3_sat,max,7,0.8557,0.8557,0.6621
surface_cls,dinov3_sat,max,9,0.8545,0.8545,0.6449
surface_cls,dinov3_sat,max,11,0.8438,0.8438,0.6341
surface_cls,dinov3_sat,max,13,0.8381,0.8381,0.6210
surface_cls,dinov3_sat,max,15,0.8306,0.8306,0.5992
surface_cls,dinov3_sat,gem,1,0.8570,0.8570,0.7183
surface_cls,dinov3_sat,gem,3,0.8626,0.8626,0.7004
surface_cls,dinov3_sat,gem,5,0.8526,0.8526,0.6604
surface_cls,dinov3_sat,gem,7,0.8538,0.8538,0.6547
surface_cls,dinov3_sat,gem,9,0.8444,0.8444,0.6320
surface_cls,dinov3_sat,gem,11,0.8419,0.8419,0.6259
surface_cls,dinov3_sat,gem,13,0.8363,0.8363,0.6197
surface_cls,dinov3_sat,gem,15,0.8300,0.8300,0.6072
domars16k,vit_l,cls,1,0.8538,0.8538,0.8501
domars16k,vit_l,cls,3,0.8513,0.8513,0.8472
domars16k,vit_l,cls,5,0.8544,0.8544,0.8504
domars16k,vit_l,cls,7,0.8494,0.8494,0.8450
domars16k,vit_l,cls,9,0.8439,0.8439,0.8386
domars16k,vit_l,cls,11,0.8445,0.8445,0.8400
domars16k,vit_l,cls,13,0.8432,0.8432,0.8385
domars16k,vit_l,cls,15,0.8408,0.8408,0.8362
domars16k,vit_l,mean,1,0.8804,0.8804,0.8780
domars16k,vit_l,mean,3,0.8810,0.8810,0.8794
domars16k,vit_l,mean,5,0.8848,0.8848,0.8827
domars16k,vit_l,mean,7,0.8792,0.8792,0.8763
domars16k,vit_l,mean,9,0.8717,0.8717,0.8691
domars16k,vit_l,mean,11,0.8637,0.8637,0.8604
domars16k,vit_l,mean,13,0.8563,0.8563,0.8522
domars16k,vit_l,mean,15,0.8594,0.8594,0.8552
domars16k,vit_l,max,1,0.8637,0.8637,0.8590
domars16k,vit_l,max,3,0.8662,0.8662,0.8634
domars16k,vit_l,max,5,0.8792,0.8792,0.8772
domars16k,vit_l,max,7,0.8761,0.8761,0.8745
domars16k,vit_l,max,9,0.8717,0.8717,0.8697
domars16k,vit_l,max,11,0.8643,0.8643,0.8621
domars16k,vit_l,max,13,0.8656,0.8656,0.8638
domars16k,vit_l,max,15,0.8631,0.8631,0.8606
domars16k,vit_l,gem,1,0.8922,0.8922,0.8893
domars16k,vit_l,gem,3,0.8910,0.8910,0.8894
domars16k,vit_l,gem,5,0.8903,0.8903,0.8887
domars16k,vit_l,gem,7,0.8817,0.8817,0.8800
domars16k,vit_l,gem,9,0.8779,0.8779,0.8764
domars16k,vit_l,gem,11,0.8761,0.8761,0.8743
domars16k,vit_l,gem,13,0.8742,0.8742,0.8721
domars16k,vit_l,gem,15,0.8693,0.8693,0.8666
domars16k,satmae,cls,1,0.8693,0.8693,0.8684
domars16k,satmae,cls,3,0.8507,0.8507,0.8502
domars16k,satmae,cls,5,0.8519,0.8519,0.8507
domars16k,satmae,cls,7,0.8420,0.8420,0.8401
domars16k,satmae,cls,9,0.8371,0.8371,0.8345
domars16k,satmae,cls,11,0.8309,0.8309,0.8280
domars16k,satmae,cls,13,0.8296,0.8296,0.8275
domars16k,satmae,cls,15,0.8160,0.8160,0.8133
domars16k,satmae,mean,1,0.8662,0.8662,0.8647
domars16k,satmae,mean,3,0.8625,0.8625,0.8619
domars16k,satmae,mean,5,0.8680,0.8680,0.8674
domars16k,satmae,mean,7,0.8513,0.8513,0.8494
domars16k,satmae,mean,9,0.8519,0.8519,0.8499
domars16k,satmae,mean,11,0.8408,0.8408,0.8383
domars16k,satmae,mean,13,0.8377,0.8377,0.8352
domars16k,satmae,mean,15,0.8352,0.8352,0.8332
domars16k,satmae,max,1,0.8866,0.8866,0.8851
domars16k,satmae,max,3,0.8686,0.8686,0.8679
domars16k,satmae,max,5,0.8569,0.8569,0.8559
domars16k,satmae,max,7,0.8600,0.8600,0.8586
domars16k,satmae,max,9,0.8581,0.8581,0.8562
domars16k,satmae,max,11,0.8408,0.8408,0.8387
domars16k,satmae,max,13,0.8377,0.8377,0.8356
domars16k,satmae,max,15,0.8340,0.8340,0.8319
domars16k,satmae,gem,1,0.8730,0.8730,0.8720
domars16k,satmae,gem,3,0.8742,0.8742,0.8731
domars16k,satmae,gem,5,0.8668,0.8668,0.8658
domars16k,satmae,gem,7,0.8581,0.8581,0.8564
domars16k,satmae,gem,9,0.8544,0.8544,0.8524
domars16k,satmae,gem,11,0.8482,0.8482,0.8455
domars16k,satmae,gem,13,0.8476,0.8476,0.8446
domars16k,satmae,gem,15,0.8432,0.8432,0.8403
domars16k,mars_mae,cls,1,0.9114,0.9114,0.9101
domars16k,mars_mae,cls,3,0.9052,0.9052,0.9047
domars16k,mars_mae,cls,5,0.9027,0.9027,0.9022
domars16k,mars_mae,cls,7,0.8990,0.8990,0.8982
domars16k,mars_mae,cls,9,0.8885,0.8885,0.8880
domars16k,mars_mae,cls,11,0.8835,0.8835,0.8824
domars16k,mars_mae,cls,13,0.8767,0.8767,0.8753
domars16k,mars_mae,cls,15,0.8724,0.8724,0.8714
domars16k,mars_mae,mean,1,0.9021,0.9021,0.9011
domars16k,mars_mae,mean,3,0.8934,0.8934,0.8928
domars16k,mars_mae,mean,5,0.8866,0.8866,0.8856
domars16k,mars_mae,mean,7,0.8817,0.8817,0.8812
domars16k,mars_mae,mean,9,0.8699,0.8699,0.8681
domars16k,mars_mae,mean,11,0.8674,0.8674,0.8659
domars16k,mars_mae,mean,13,0.8631,0.8631,0.8614
domars16k,mars_mae,mean,15,0.8550,0.8550,0.8539
domars16k,mars_mae,max,1,0.8996,0.8996,0.8969
domars16k,mars_mae,max,3,0.8978,0.8978,0.8966
domars16k,mars_mae,max,5,0.9015,0.9015,0.8995
domars16k,mars_mae,max,7,0.8941,0.8941,0.8921
domars16k,mars_mae,max,9,0.8872,0.8872,0.8853
domars16k,mars_mae,max,11,0.8798,0.8798,0.8774
domars16k,mars_mae,max,13,0.8773,0.8773,0.8750
domars16k,mars_mae,max,15,0.8773,0.8773,0.8747
domars16k,mars_mae,gem,1,0.9102,0.9102,0.9085
domars16k,mars_mae,gem,3,0.8953,0.8953,0.8939
domars16k,mars_mae,gem,5,0.8928,0.8928,0.8912
domars16k,mars_mae,gem,7,0.8841,0.8841,0.8819
domars16k,mars_mae,gem,9,0.8804,0.8804,0.8786
domars16k,mars_mae,gem,11,0.8748,0.8748,0.8725
domars16k,mars_mae,gem,13,0.8748,0.8748,0.8728
domars16k,mars_mae,gem,15,0.8736,0.8736,0.8716
domars16k,siglip2,cls,1,0.8309,0.8309,0.8262
domars16k,siglip2,cls,3,0.8439,0.8439,0.8399
domars16k,siglip2,cls,5,0.8501,0.8501,0.8453
domars16k,siglip2,cls,7,0.8488,0.8488,0.8445
domars16k,siglip2,cls,9,0.8507,0.8507,0.8460
domars16k,siglip2,cls,11,0.8432,0.8432,0.8379
domars16k,siglip2,cls,13,0.8395,0.8395,0.8338
domars16k,siglip2,cls,15,0.8401,0.8401,0.8349
domars16k,siglip2,mean,1,0.8717,0.8717,0.8691
domars16k,siglip2,mean,3,0.8823,0.8823,0.8802
domars16k,siglip2,mean,5,0.8686,0.8686,0.8653
domars16k,siglip2,mean,7,0.8618,0.8618,0.8591
domars16k,siglip2,mean,9,0.8600,0.8600,0.8570
domars16k,siglip2,mean,11,0.8581,0.8581,0.8543
domars16k,siglip2,mean,13,0.8618,0.8618,0.8579
domars16k,siglip2,mean,15,0.8563,0.8563,0.8523
domars16k,siglip2,max,1,0.8401,0.8401,0.8371
domars16k,siglip2,max,3,0.8401,0.8401,0.8368
domars16k,siglip2,max,5,0.8513,0.8513,0.8476
domars16k,siglip2,max,7,0.8556,0.8556,0.8519
domars16k,siglip2,max,9,0.8513,0.8513,0.8472
domars16k,siglip2,max,11,0.8538,0.8538,0.8498
domars16k,siglip2,max,13,0.8581,0.8581,0.8535
domars16k,siglip2,max,15,0.8519,0.8519,0.8463
domars16k,siglip2,gem,1,0.8625,0.8625,0.8588
domars16k,siglip2,gem,3,0.8792,0.8792,0.8759
domars16k,siglip2,gem,5,0.8717,0.8717,0.8680
domars16k,siglip2,gem,7,0.8649,0.8649,0.8618
domars16k,siglip2,gem,9,0.8736,0.8736,0.8706
domars16k,siglip2,gem,11,0.8680,0.8680,0.8641
domars16k,siglip2,gem,13,0.8705,0.8705,0.8674
domars16k,siglip2,gem,15,0.8637,0.8637,0.8601
domars16k,openclip,cls,1,0.8786,0.8786,0.8763
domars16k,openclip,cls,3,0.8841,0.8841,0.8822
domars16k,openclip,cls,5,0.8947,0.8947,0.8923
domars16k,openclip,cls,7,0.8872,0.8872,0.8843
domars16k,openclip,cls,9,0.8854,0.8854,0.8827
domars16k,openclip,cls,11,0.8786,0.8786,0.8754
domars16k,openclip,cls,13,0.8767,0.8767,0.8730
domars16k,openclip,cls,15,0.8767,0.8767,0.8727
domars16k,openclip,mean,1,0.8829,0.8829,0.8794
domars16k,openclip,mean,3,0.8841,0.8841,0.8826
domars16k,openclip,mean,5,0.8885,0.8885,0.8870
domars16k,openclip,mean,7,0.8860,0.8860,0.8840
domars16k,openclip,mean,9,0.8910,0.8910,0.8893
domars16k,openclip,mean,11,0.8885,0.8885,0.8867
domars16k,openclip,mean,13,0.8823,0.8823,0.8799
domars16k,openclip,mean,15,0.8773,0.8773,0.8751
domars16k,openclip,max,1,0.8203,0.8203,0.8163
domars16k,openclip,max,3,0.8222,0.8222,0.8200
domars16k,openclip,max,5,0.8352,0.8352,0.8312
domars16k,openclip,max,7,0.8463,0.8463,0.8417
domars16k,openclip,max,9,0.8389,0.8389,0.8342
domars16k,openclip,max,11,0.8383,0.8383,0.8339
domars16k,openclip,max,13,0.8315,0.8315,0.8265
domars16k,openclip,max,15,0.8377,0.8377,0.8321
domars16k,openclip,gem,1,0.8773,0.8773,0.8735
domars16k,openclip,gem,3,0.8779,0.8779,0.8754
domars16k,openclip,gem,5,0.8767,0.8767,0.8737
domars16k,openclip,gem,7,0.8841,0.8841,0.8816
domars16k,openclip,gem,9,0.8823,0.8823,0.8792
domars16k,openclip,gem,11,0.8755,0.8755,0.8724
domars16k,openclip,gem,13,0.8699,0.8699,0.8671
domars16k,openclip,gem,15,0.8656,0.8656,0.8623
domars16k,dinov3_lvd,cls,1,0.8352,0.8352,0.8308
domars16k,dinov3_lvd,cls,3,0.8414,0.8414,0.8374
domars16k,dinov3_lvd,cls,5,0.8389,0.8389,0.8356
domars16k,dinov3_lvd,cls,7,0.8439,0.8439,0.8406
domars16k,dinov3_lvd,cls,9,0.8476,0.8476,0.8445
domars16k,dinov3_lvd,cls,11,0.8488,0.8488,0.8455
domars16k,dinov3_lvd,cls,13,0.8457,0.8457,0.8419
domars16k,dinov3_lvd,cls,15,0.8482,0.8482,0.8442
domars16k,dinov3_lvd,mean,1,0.8203,0.8203,0.8159
domars16k,dinov3_lvd,mean,3,0.8247,0.8247,0.8218
domars16k,dinov3_lvd,mean,5,0.8321,0.8321,0.8282
domars16k,dinov3_lvd,mean,7,0.8364,0.8364,0.8326
domars16k,dinov3_lvd,mean,9,0.8296,0.8296,0.8248
domars16k,dinov3_lvd,mean,11,0.8290,0.8290,0.8237
domars16k,dinov3_lvd,mean,13,0.8327,0.8327,0.8278
domars16k,dinov3_lvd,mean,15,0.8327,0.8327,0.8277
domars16k,dinov3_lvd,max,1,0.8147,0.8147,0.8108
domars16k,dinov3_lvd,max,3,0.8216,0.8216,0.8181
domars16k,dinov3_lvd,max,5,0.8271,0.8271,0.8247
domars16k,dinov3_lvd,max,7,0.8302,0.8302,0.8271
domars16k,dinov3_lvd,max,9,0.8265,0.8265,0.8226
domars16k,dinov3_lvd,max,11,0.8321,0.8321,0.8285
domars16k,dinov3_lvd,max,13,0.8302,0.8302,0.8263
domars16k,dinov3_lvd,max,15,0.8265,0.8265,0.8222
domars16k,dinov3_lvd,gem,1,0.8234,0.8234,0.8191
domars16k,dinov3_lvd,gem,3,0.8209,0.8209,0.8173
domars16k,dinov3_lvd,gem,5,0.8340,0.8340,0.8303
domars16k,dinov3_lvd,gem,7,0.8296,0.8296,0.8257
domars16k,dinov3_lvd,gem,9,0.8296,0.8296,0.8254
domars16k,dinov3_lvd,gem,11,0.8352,0.8352,0.8309
domars16k,dinov3_lvd,gem,13,0.8333,0.8333,0.8288
domars16k,dinov3_lvd,gem,15,0.8315,0.8315,0.8269
domars16k,dinov3_sat,cls,1,0.8668,0.8668,0.8655
domars16k,dinov3_sat,cls,3,0.8643,0.8643,0.8621
domars16k,dinov3_sat,cls,5,0.8606,0.8606,0.8584
domars16k,dinov3_sat,cls,7,0.8618,0.8618,0.8606
domars16k,dinov3_sat,cls,9,0.8587,0.8587,0.8570
domars16k,dinov3_sat,cls,11,0.8538,0.8538,0.8517
domars16k,dinov3_sat,cls,13,0.8488,0.8488,0.8470
domars16k,dinov3_sat,cls,15,0.8494,0.8494,0.8468
domars16k,dinov3_sat,mean,1,0.8699,0.8699,0.8686
domars16k,dinov3_sat,mean,3,0.8711,0.8711,0.8699
domars16k,dinov3_sat,mean,5,0.8575,0.8575,0.8561
domars16k,dinov3_sat,mean,7,0.8643,0.8643,0.8625
domars16k,dinov3_sat,mean,9,0.8575,0.8575,0.8560
domars16k,dinov3_sat,mean,11,0.8482,0.8482,0.8456
domars16k,dinov3_sat,mean,13,0.8494,0.8494,0.8476
domars16k,dinov3_sat,mean,15,0.8470,0.8470,0.8447
domars16k,dinov3_sat,max,1,0.8786,0.8786,0.8772
domars16k,dinov3_sat,max,3,0.8711,0.8711,0.8696
domars16k,dinov3_sat,max,5,0.8742,0.8742,0.8728
domars16k,dinov3_sat,max,7,0.8705,0.8705,0.8687
domars16k,dinov3_sat,max,9,0.8674,0.8674,0.8647
domars16k,dinov3_sat,max,11,0.8612,0.8612,0.8593
domars16k,dinov3_sat,max,13,0.8618,0.8618,0.8593
domars16k,dinov3_sat,max,15,0.8594,0.8594,0.8568
domars16k,dinov3_sat,gem,1,0.8668,0.8668,0.8657
domars16k,dinov3_sat,gem,3,0.8631,0.8631,0.8623
domars16k,dinov3_sat,gem,5,0.8637,0.8637,0.8626
domars16k,dinov3_sat,gem,7,0.8581,0.8581,0.8571
domars16k,dinov3_sat,gem,9,0.8501,0.8501,0.8486
domars16k,dinov3_sat,gem,11,0.8513,0.8513,0.8498
domars16k,dinov3_sat,gem,13,0.8470,0.8470,0.8454
domars16k,dinov3_sat,gem,15,0.8488,0.8488,0.8469
