Dataset,Model,Feature Structure,LR,Score,Metric,Filename
mb-change_cls_ctx,mars_mae,original,0.001,85.0,Best Val Accuracy,mb-change_cls_ctx_mars_mae_lr0.001_original.log
mb-change_cls_ctx,mars_mae,concat2,0.01,80.0,Best Val Accuracy,mb-change_cls_ctx_mars_mae_lr0.01_concat_2.log
mb-change_cls_ctx,mars_mae,concat3,0.01,90.0,Best Val Accuracy,mb-change_cls_ctx_mars_mae_lr0.01_concat_3.log
mb-change_cls_ctx,mars_mae,original,0.01,80.0,Best Val Accuracy,mb-change_cls_ctx_mars_mae_lr0.01_original.log
mb-change_cls_ctx,openclip,concat2,0.0001,80.0,Best Val Accuracy,mb-change_cls_ctx_openclip_lr0.0001_concat_2.log
mb-change_cls_ctx,openclip,concat3,0.0001,80.0,Best Val Accuracy,mb-change_cls_ctx_openclip_lr0.0001_concat_3.log
mb-change_cls_ctx,openclip,original,0.0001,80.0,Best Val Accuracy,mb-change_cls_ctx_openclip_lr0.0001_original.log
mb-change_cls_ctx,openclip,concat2,0.001,80.0,Best Val Accuracy,mb-change_cls_ctx_openclip_lr0.001_concat_2.log
mb-change_cls_ctx,openclip,concat3,0.001,80.0,Best Val Accuracy,mb-change_cls_ctx_openclip_lr0.001_concat_3.log
mb-change_cls_ctx,openclip,original,0.001,80.0,Best Val Accuracy,mb-change_cls_ctx_openclip_lr0.001_original.log
mb-change_cls_ctx,openclip,concat2,0.01,80.0,Best Val Accuracy,mb-change_cls_ctx_openclip_lr0.01_concat_2.log
mb-change_cls_ctx,openclip,concat3,0.01,80.0,Best Val Accuracy,mb-change_cls_ctx_openclip_lr0.01_concat_3.log
mb-change_cls_ctx,openclip,original,0.01,80.0,Best Val Accuracy,mb-change_cls_ctx_openclip_lr0.01_original.log
mb-change_cls_ctx,satmae,concat2,0.0001,80.0,Best Val Accuracy,mb-change_cls_ctx_satmae_lr0.0001_concat_2.log
mb-change_cls_ctx,satmae,concat3,0.0001,80.0,Best Val Accuracy,mb-change_cls_ctx_satmae_lr0.0001_concat_3.log
mb-change_cls_ctx,satmae,original,0.0001,80.0,Best Val Accuracy,mb-change_cls_ctx_satmae_lr0.0001_original.log
mb-change_cls_ctx,satmae,concat2,0.001,80.0,Best Val Accuracy,mb-change_cls_ctx_satmae_lr0.001_concat_2.log
mb-change_cls_ctx,satmae,concat3,0.001,80.0,Best Val Accuracy,mb-change_cls_ctx_satmae_lr0.001_concat_3.log
mb-change_cls_ctx,satmae,original,0.001,80.0,Best Val Accuracy,mb-change_cls_ctx_satmae_lr0.001_original.log
mb-change_cls_ctx,satmae,concat2,0.01,80.0,Best Val Accuracy,mb-change_cls_ctx_satmae_lr0.01_concat_2.log
mb-change_cls_ctx,satmae,concat3,0.01,80.0,Best Val Accuracy,mb-change_cls_ctx_satmae_lr0.01_concat_3.log
mb-change_cls_ctx,satmae,original,0.01,80.0,Best Val Accuracy,mb-change_cls_ctx_satmae_lr0.01_original.log
mb-change_cls_ctx,siglip2,concat2,0.0001,80.0,Best Val Accuracy,mb-change_cls_ctx_siglip2_lr0.0001_concat_2.log
mb-change_cls_ctx,siglip2,concat3,0.0001,80.0,Best Val Accuracy,mb-change_cls_ctx_siglip2_lr0.0001_concat_3.log
mb-change_cls_ctx,siglip2,original,0.0001,80.0,Best Val Accuracy,mb-change_cls_ctx_siglip2_lr0.0001_original.log
mb-change_cls_ctx,siglip2,concat2,0.001,80.0,Best Val Accuracy,mb-change_cls_ctx_siglip2_lr0.001_concat_2.log
mb-change_cls_ctx,siglip2,concat3,0.001,80.0,Best Val Accuracy,mb-change_cls_ctx_siglip2_lr0.001_concat_3.log
mb-change_cls_ctx,siglip2,original,0.001,80.0,Best Val Accuracy,mb-change_cls_ctx_siglip2_lr0.001_original.log
mb-change_cls_ctx,siglip2,concat2,0.01,80.0,Best Val Accuracy,mb-change_cls_ctx_siglip2_lr0.01_concat_2.log
mb-change_cls_ctx,siglip2,concat3,0.01,80.0,Best Val Accuracy,mb-change_cls_ctx_siglip2_lr0.01_concat_3.log
mb-change_cls_ctx,siglip2,original,0.01,80.0,Best Val Accuracy,mb-change_cls_ctx_siglip2_lr0.01_original.log
mb-change_cls_ctx,swin_v2,concat2,0.0001,80.0,Best Val Accuracy,mb-change_cls_ctx_swin_v2_lr0.0001_concat_2.log
mb-change_cls_ctx,swin_v2,concat3,0.0001,80.0,Best Val Accuracy,mb-change_cls_ctx_swin_v2_lr0.0001_concat_3.log
mb-change_cls_ctx,swin_v2,original,0.0001,80.0,Best Val Accuracy,mb-change_cls_ctx_swin_v2_lr0.0001_original.log
mb-change_cls_ctx,swin_v2,concat2,0.001,80.0,Best Val Accuracy,mb-change_cls_ctx_swin_v2_lr0.001_concat_2.log
mb-change_cls_ctx,swin_v2,concat3,0.001,80.0,Best Val Accuracy,mb-change_cls_ctx_swin_v2_lr0.001_concat_3.log
mb-change_cls_ctx,swin_v2,original,0.001,80.0,Best Val Accuracy,mb-change_cls_ctx_swin_v2_lr0.001_original.log
mb-change_cls_ctx,swin_v2,concat2,0.01,80.0,Best Val Accuracy,mb-change_cls_ctx_swin_v2_lr0.01_concat_2.log
mb-change_cls_ctx,swin_v2,concat3,0.01,80.0,Best Val Accuracy,mb-change_cls_ctx_swin_v2_lr0.01_concat_3.log
mb-change_cls_ctx,swin_v2,original,0.01,80.0,Best Val Accuracy,mb-change_cls_ctx_swin_v2_lr0.01_original.log
mb-change_cls_ctx,vit_l,concat2,0.0001,80.0,Best Val Accuracy,mb-change_cls_ctx_vit_l_lr0.0001_concat_2.log
mb-change_cls_ctx,vit_l,concat3,0.0001,80.0,Best Val Accuracy,mb-change_cls_ctx_vit_l_lr0.0001_concat_3.log
mb-change_cls_ctx,vit_l,original,0.0001,80.0,Best Val Accuracy,mb-change_cls_ctx_vit_l_lr0.0001_original.log
mb-change_cls_ctx,vit_l,concat2,0.001,80.0,Best Val Accuracy,mb-change_cls_ctx_vit_l_lr0.001_concat_2.log
mb-change_cls_ctx,vit_l,concat3,0.001,80.0,Best Val Accuracy,mb-change_cls_ctx_vit_l_lr0.001_concat_3.log
mb-change_cls_ctx,vit_l,original,0.001,80.0,Best Val Accuracy,mb-change_cls_ctx_vit_l_lr0.001_original.log
mb-change_cls_ctx,vit_l,concat2,0.01,80.0,Best Val Accuracy,mb-change_cls_ctx_vit_l_lr0.01_concat_2.log
mb-change_cls_ctx,vit_l,concat3,0.01,80.0,Best Val Accuracy,mb-change_cls_ctx_vit_l_lr0.01_concat_3.log
mb-change_cls_ctx,vit_l,original,0.01,80.0,Best Val Accuracy,mb-change_cls_ctx_vit_l_lr0.01_original.log
mb-change_cls_hirise,dinov1_b8,concat2,0.0001,95.45,Best Val Accuracy,mb-change_cls_hirise_dinov1_b8_lr0.0001_concat_2.log
mb-change_cls_hirise,dinov1_b8,concat3,0.0001,96.12,Best Val Accuracy,mb-change_cls_hirise_dinov1_b8_lr0.0001_concat_3.log
mb-change_cls_hirise,dinov1_b8,original,0.0001,96.19,Best Val Accuracy,mb-change_cls_hirise_dinov1_b8_lr0.0001_original.log
mb-change_cls_hirise,dinov1_b8,concat2,0.001,97.31,Best Val Accuracy,mb-change_cls_hirise_dinov1_b8_lr0.001_concat_2.log
mb-change_cls_hirise,dinov1_b8,concat3,0.001,97.61,Best Val Accuracy,mb-change_cls_hirise_dinov1_b8_lr0.001_concat_3.log
mb-change_cls_hirise,dinov1_b8,original,0.001,97.39,Best Val Accuracy,mb-change_cls_hirise_dinov1_b8_lr0.001_original.log
mb-change_cls_hirise,dinov1_b8,concat2,0.01,97.31,Best Val Accuracy,mb-change_cls_hirise_dinov1_b8_lr0.01_concat_2.log
mb-change_cls_hirise,dinov1_b8,concat3,0.01,96.87,Best Val Accuracy,mb-change_cls_hirise_dinov1_b8_lr0.01_concat_3.log
mb-change_cls_hirise,dinov1_b8,original,0.01,97.61,Best Val Accuracy,mb-change_cls_hirise_dinov1_b8_lr0.01_original.log
mb-change_cls_hirise,dinov2_l14,concat2,0.0001,97.01,Best Val Accuracy,mb-change_cls_hirise_dinov2_l14_lr0.0001_concat_2.log
mb-change_cls_hirise,dinov2_l14,concat3,0.0001,96.57,Best Val Accuracy,mb-change_cls_hirise_dinov2_l14_lr0.0001_concat_3.log
mb-change_cls_hirise,dinov2_l14,original,0.0001,96.79,Best Val Accuracy,mb-change_cls_hirise_dinov2_l14_lr0.0001_original.log
mb-change_cls_hirise,dinov2_l14,concat2,0.001,96.94,Best Val Accuracy,mb-change_cls_hirise_dinov2_l14_lr0.001_concat_2.log
mb-change_cls_hirise,dinov2_l14,concat3,0.001,97.39,Best Val Accuracy,mb-change_cls_hirise_dinov2_l14_lr0.001_concat_3.log
mb-change_cls_hirise,dinov2_l14,original,0.001,97.61,Best Val Accuracy,mb-change_cls_hirise_dinov2_l14_lr0.001_original.log
mb-change_cls_hirise,dinov2_l14,concat2,0.01,97.46,Best Val Accuracy,mb-change_cls_hirise_dinov2_l14_lr0.01_concat_2.log
mb-change_cls_hirise,dinov2_l14,concat3,0.01,97.09,Best Val Accuracy,mb-change_cls_hirise_dinov2_l14_lr0.01_concat_3.log
mb-change_cls_hirise,dinov2_l14,original,0.01,96.94,Best Val Accuracy,mb-change_cls_hirise_dinov2_l14_lr0.01_original.log
mb-change_cls_hirise,dinov3_lvd_1cha,concat2,0.0001,96.04,Best Val Accuracy,mb-change_cls_hirise_dinov3_lvd_1cha_lr0.0001_concat_2.log
mb-change_cls_hirise,dinov3_lvd_1cha,concat3,0.0001,96.27,Best Val Accuracy,mb-change_cls_hirise_dinov3_lvd_1cha_lr0.0001_concat_3.log
mb-change_cls_hirise,dinov3_lvd_1cha,original,0.0001,91.94,Best Val Accuracy,mb-change_cls_hirise_dinov3_lvd_1cha_lr0.0001_original.log
mb-change_cls_hirise,dinov3_lvd_1cha,concat2,0.001,96.12,Best Val Accuracy,mb-change_cls_hirise_dinov3_lvd_1cha_lr0.001_concat_2.log
mb-change_cls_hirise,dinov3_lvd_1cha,concat3,0.001,96.49,Best Val Accuracy,mb-change_cls_hirise_dinov3_lvd_1cha_lr0.001_concat_3.log
mb-change_cls_hirise,dinov3_lvd_1cha,original,0.001,96.34,Best Val Accuracy,mb-change_cls_hirise_dinov3_lvd_1cha_lr0.001_original.log
mb-change_cls_hirise,dinov3_lvd_1cha,concat2,0.01,97.01,Best Val Accuracy,mb-change_cls_hirise_dinov3_lvd_1cha_lr0.01_concat_2.log
mb-change_cls_hirise,dinov3_lvd_1cha,concat3,0.01,97.46,Best Val Accuracy,mb-change_cls_hirise_dinov3_lvd_1cha_lr0.01_concat_3.log
mb-change_cls_hirise,dinov3_lvd_1cha,original,0.01,96.42,Best Val Accuracy,mb-change_cls_hirise_dinov3_lvd_1cha_lr0.01_original.log
mb-change_cls_hirise,dinov3_lvd,concat2,0.0001,95.67,Best Val Accuracy,mb-change_cls_hirise_dinov3_lvd_lr0.0001_concat_2.log
mb-change_cls_hirise,dinov3_lvd,concat3,0.0001,96.12,Best Val Accuracy,mb-change_cls_hirise_dinov3_lvd_lr0.0001_concat_3.log
mb-change_cls_hirise,dinov3_lvd,original,0.0001,91.94,Best Val Accuracy,mb-change_cls_hirise_dinov3_lvd_lr0.0001_original.log
mb-change_cls_hirise,dinov3_lvd,concat2,0.001,96.64,Best Val Accuracy,mb-change_cls_hirise_dinov3_lvd_lr0.001_concat_2.log
mb-change_cls_hirise,dinov3_lvd,concat3,0.001,96.57,Best Val Accuracy,mb-change_cls_hirise_dinov3_lvd_lr0.001_concat_3.log
mb-change_cls_hirise,dinov3_lvd,original,0.001,96.04,Best Val Accuracy,mb-change_cls_hirise_dinov3_lvd_lr0.001_original.log
mb-change_cls_hirise,dinov3_lvd,concat2,0.01,97.09,Best Val Accuracy,mb-change_cls_hirise_dinov3_lvd_lr0.01_concat_2.log
mb-change_cls_hirise,dinov3_lvd,concat3,0.01,97.91,Best Val Accuracy,mb-change_cls_hirise_dinov3_lvd_lr0.01_concat_3.log
mb-change_cls_hirise,dinov3_lvd,original,0.01,97.16,Best Val Accuracy,mb-change_cls_hirise_dinov3_lvd_lr0.01_original.log
mb-change_cls_hirise,dinov3_sat_1cha,concat2,0.0001,91.94,Best Val Accuracy,mb-change_cls_hirise_dinov3_sat_1cha_lr0.0001_concat_2.log
mb-change_cls_hirise,dinov3_sat_1cha,concat3,0.0001,91.94,Best Val Accuracy,mb-change_cls_hirise_dinov3_sat_1cha_lr0.0001_concat_3.log
mb-change_cls_hirise,dinov3_sat_1cha,original,0.0001,92.16,Best Val Accuracy,mb-change_cls_hirise_dinov3_sat_1cha_lr0.0001_original.log
mb-change_cls_hirise,dinov3_sat_1cha,concat2,0.001,96.94,Best Val Accuracy,mb-change_cls_hirise_dinov3_sat_1cha_lr0.001_concat_2.log
mb-change_cls_hirise,dinov3_sat_1cha,concat3,0.001,97.09,Best Val Accuracy,mb-change_cls_hirise_dinov3_sat_1cha_lr0.001_concat_3.log
mb-change_cls_hirise,dinov3_sat_1cha,original,0.001,94.33,Best Val Accuracy,mb-change_cls_hirise_dinov3_sat_1cha_lr0.001_original.log
mb-change_cls_hirise,dinov3_sat_1cha,concat2,0.01,97.24,Best Val Accuracy,mb-change_cls_hirise_dinov3_sat_1cha_lr0.01_concat_2.log
mb-change_cls_hirise,dinov3_sat_1cha,concat3,0.01,97.16,Best Val Accuracy,mb-change_cls_hirise_dinov3_sat_1cha_lr0.01_concat_3.log
mb-change_cls_hirise,dinov3_sat_1cha,original,0.01,96.42,Best Val Accuracy,mb-change_cls_hirise_dinov3_sat_1cha_lr0.01_original.log
mb-change_cls_hirise,dinov3_sat,concat2,0.0001,91.94,Best Val Accuracy,mb-change_cls_hirise_dinov3_sat_lr0.0001_concat_2.log
mb-change_cls_hirise,dinov3_sat,concat3,0.0001,95.75,Best Val Accuracy,mb-change_cls_hirise_dinov3_sat_lr0.0001_concat_3.log
mb-change_cls_hirise,dinov3_sat,original,0.0001,91.94,Best Val Accuracy,mb-change_cls_hirise_dinov3_sat_lr0.0001_original.log
mb-change_cls_hirise,dinov3_sat,concat2,0.001,97.54,Best Val Accuracy,mb-change_cls_hirise_dinov3_sat_lr0.001_concat_2.log
mb-change_cls_hirise,dinov3_sat,concat3,0.001,97.09,Best Val Accuracy,mb-change_cls_hirise_dinov3_sat_lr0.001_concat_3.log
mb-change_cls_hirise,dinov3_sat,original,0.001,96.27,Best Val Accuracy,mb-change_cls_hirise_dinov3_sat_lr0.001_original.log
mb-change_cls_hirise,dinov3_sat,concat2,0.01,97.46,Best Val Accuracy,mb-change_cls_hirise_dinov3_sat_lr0.01_concat_2.log
mb-change_cls_hirise,dinov3_sat,concat3,0.01,97.61,Best Val Accuracy,mb-change_cls_hirise_dinov3_sat_lr0.01_concat_3.log
mb-change_cls_hirise,dinov3_sat,original,0.01,96.94,Best Val Accuracy,mb-change_cls_hirise_dinov3_sat_lr0.01_original.log
mb-change_cls_hirise,mars_mae,concat2,0.0001,91.94,Best Val Accuracy,mb-change_cls_hirise_mars_mae_lr0.0001_concat_2.log
mb-change_cls_hirise,mars_mae,concat3,0.0001,91.94,Best Val Accuracy,mb-change_cls_hirise_mars_mae_lr0.0001_concat_3.log
mb-change_cls_hirise,mars_mae,original,0.0001,91.94,Best Val Accuracy,mb-change_cls_hirise_mars_mae_lr0.0001_original.log
mb-change_cls_hirise,mars_mae,concat2,0.001,95.9,Best Val Accuracy,mb-change_cls_hirise_mars_mae_lr0.001_concat_2.log
mb-change_cls_hirise,mars_mae,concat3,0.001,95.97,Best Val Accuracy,mb-change_cls_hirise_mars_mae_lr0.001_concat_3.log
mb-change_cls_hirise,mars_mae,original,0.001,95.82,Best Val Accuracy,mb-change_cls_hirise_mars_mae_lr0.001_original.log
mb-change_cls_hirise,mars_mae,concat2,0.01,95.9,Best Val Accuracy,mb-change_cls_hirise_mars_mae_lr0.01_concat_2.log
mb-change_cls_hirise,mars_mae,concat3,0.01,96.12,Best Val Accuracy,mb-change_cls_hirise_mars_mae_lr0.01_concat_3.log
mb-change_cls_hirise,mars_mae,original,0.01,95.97,Best Val Accuracy,mb-change_cls_hirise_mars_mae_lr0.01_original.log
mb-change_cls_hirise,openclip,concat2,0.0001,91.94,Best Val Accuracy,mb-change_cls_hirise_openclip_lr0.0001_concat_2.log
mb-change_cls_hirise,openclip,concat3,0.0001,95.75,Best Val Accuracy,mb-change_cls_hirise_openclip_lr0.0001_concat_3.log
mb-change_cls_hirise,openclip,original,0.0001,91.94,Best Val Accuracy,mb-change_cls_hirise_openclip_lr0.0001_original.log
mb-change_cls_hirise,openclip,concat2,0.001,96.12,Best Val Accuracy,mb-change_cls_hirise_openclip_lr0.001_concat_2.log
mb-change_cls_hirise,openclip,concat3,0.001,96.34,Best Val Accuracy,mb-change_cls_hirise_openclip_lr0.001_concat_3.log
mb-change_cls_hirise,openclip,original,0.001,95.75,Best Val Accuracy,mb-change_cls_hirise_openclip_lr0.001_original.log
mb-change_cls_hirise,openclip,concat2,0.01,95.97,Best Val Accuracy,mb-change_cls_hirise_openclip_lr0.01_concat_2.log
mb-change_cls_hirise,openclip,concat3,0.01,95.75,Best Val Accuracy,mb-change_cls_hirise_openclip_lr0.01_concat_3.log
mb-change_cls_hirise,openclip,original,0.01,95.97,Best Val Accuracy,mb-change_cls_hirise_openclip_lr0.01_original.log
mb-change_cls_hirise,satmae,concat2,0.0001,91.94,Best Val Accuracy,mb-change_cls_hirise_satmae_lr0.0001_concat_2.log
mb-change_cls_hirise,satmae,concat3,0.0001,95.45,Best Val Accuracy,mb-change_cls_hirise_satmae_lr0.0001_concat_3.log
mb-change_cls_hirise,satmae,original,0.0001,91.94,Best Val Accuracy,mb-change_cls_hirise_satmae_lr0.0001_original.log
mb-change_cls_hirise,satmae,concat2,0.001,95.75,Best Val Accuracy,mb-change_cls_hirise_satmae_lr0.001_concat_2.log
mb-change_cls_hirise,satmae,concat3,0.001,95.67,Best Val Accuracy,mb-change_cls_hirise_satmae_lr0.001_concat_3.log
mb-change_cls_hirise,satmae,original,0.001,95.67,Best Val Accuracy,mb-change_cls_hirise_satmae_lr0.001_original.log
mb-change_cls_hirise,satmae,concat2,0.01,95.75,Best Val Accuracy,mb-change_cls_hirise_satmae_lr0.01_concat_2.log
mb-change_cls_hirise,satmae,concat3,0.01,95.52,Best Val Accuracy,mb-change_cls_hirise_satmae_lr0.01_concat_3.log
mb-change_cls_hirise,satmae,original,0.01,95.6,Best Val Accuracy,mb-change_cls_hirise_satmae_lr0.01_original.log
mb-change_cls_hirise,siglip2,concat2,0.0001,95.22,Best Val Accuracy,mb-change_cls_hirise_siglip2_lr0.0001_concat_2.log
mb-change_cls_hirise,siglip2,concat3,0.0001,94.78,Best Val Accuracy,mb-change_cls_hirise_siglip2_lr0.0001_concat_3.log
mb-change_cls_hirise,siglip2,original,0.0001,91.94,Best Val Accuracy,mb-change_cls_hirise_siglip2_lr0.0001_original.log
mb-change_cls_hirise,siglip2,concat2,0.001,95.97,Best Val Accuracy,mb-change_cls_hirise_siglip2_lr0.001_concat_2.log
mb-change_cls_hirise,siglip2,concat3,0.001,96.12,Best Val Accuracy,mb-change_cls_hirise_siglip2_lr0.001_concat_3.log
mb-change_cls_hirise,siglip2,original,0.001,94.55,Best Val Accuracy,mb-change_cls_hirise_siglip2_lr0.001_original.log
mb-change_cls_hirise,siglip2,concat2,0.01,96.57,Best Val Accuracy,mb-change_cls_hirise_siglip2_lr0.01_concat_2.log
mb-change_cls_hirise,siglip2,concat3,0.01,95.97,Best Val Accuracy,mb-change_cls_hirise_siglip2_lr0.01_concat_3.log
mb-change_cls_hirise,siglip2,original,0.01,95.97,Best Val Accuracy,mb-change_cls_hirise_siglip2_lr0.01_original.log
mb-change_cls_hirise,swin_v2,concat2,0.0001,95.22,Best Val Accuracy,mb-change_cls_hirise_swin_v2_lr0.0001_concat_2.log
mb-change_cls_hirise,swin_v2,concat3,0.0001,95.3,Best Val Accuracy,mb-change_cls_hirise_swin_v2_lr0.0001_concat_3.log
mb-change_cls_hirise,swin_v2,original,0.0001,91.94,Best Val Accuracy,mb-change_cls_hirise_swin_v2_lr0.0001_original.log
mb-change_cls_hirise,swin_v2,concat2,0.001,95.82,Best Val Accuracy,mb-change_cls_hirise_swin_v2_lr0.001_concat_2.log
mb-change_cls_hirise,swin_v2,concat3,0.001,95.75,Best Val Accuracy,mb-change_cls_hirise_swin_v2_lr0.001_concat_3.log
mb-change_cls_hirise,swin_v2,original,0.001,95.07,Best Val Accuracy,mb-change_cls_hirise_swin_v2_lr0.001_original.log
mb-change_cls_hirise,swin_v2,concat2,0.01,96.34,Best Val Accuracy,mb-change_cls_hirise_swin_v2_lr0.01_concat_2.log
mb-change_cls_hirise,swin_v2,concat3,0.01,95.82,Best Val Accuracy,mb-change_cls_hirise_swin_v2_lr0.01_concat_3.log
mb-change_cls_hirise,swin_v2,original,0.01,95.75,Best Val Accuracy,mb-change_cls_hirise_swin_v2_lr0.01_original.log
mb-change_cls_hirise,vit_l,concat2,0.0001,95.0,Best Val Accuracy,mb-change_cls_hirise_vit_l_lr0.0001_concat_2.log
mb-change_cls_hirise,vit_l,concat3,0.0001,94.93,Best Val Accuracy,mb-change_cls_hirise_vit_l_lr0.0001_concat_3.log
mb-change_cls_hirise,vit_l,original,0.0001,91.94,Best Val Accuracy,mb-change_cls_hirise_vit_l_lr0.0001_original.log
mb-change_cls_hirise,vit_l,concat2,0.001,96.12,Best Val Accuracy,mb-change_cls_hirise_vit_l_lr0.001_concat_2.log
mb-change_cls_hirise,vit_l,concat3,0.001,95.82,Best Val Accuracy,mb-change_cls_hirise_vit_l_lr0.001_concat_3.log
mb-change_cls_hirise,vit_l,original,0.001,95.6,Best Val Accuracy,mb-change_cls_hirise_vit_l_lr0.001_original.log
mb-change_cls_hirise,vit_l,concat2,0.01,96.57,Best Val Accuracy,mb-change_cls_hirise_vit_l_lr0.01_concat_2.log
mb-change_cls_hirise,vit_l,concat3,0.01,96.57,Best Val Accuracy,mb-change_cls_hirise_vit_l_lr0.01_concat_3.log
mb-change_cls_hirise,vit_l,original,0.01,95.97,Best Val Accuracy,mb-change_cls_hirise_vit_l_lr0.01_original.log
mb-domars16k,dinov1_b8,concat2,0.0001,87.92,Best Val Accuracy,mb-domars16k_dinov1_b8_lr0.0001_concat_2.log
mb-domars16k,dinov1_b8,concat3,0.0001,88.35,Best Val Accuracy,mb-domars16k_dinov1_b8_lr0.0001_concat_3.log
mb-domars16k,dinov1_b8,original,0.0001,86.8,Best Val Accuracy,mb-domars16k_dinov1_b8_lr0.0001_original.log
mb-domars16k,dinov1_b8,concat2,0.001,90.02,Best Val Accuracy,mb-domars16k_dinov1_b8_lr0.001_concat_2.log
mb-domars16k,dinov1_b8,concat3,0.001,88.29,Best Val Accuracy,mb-domars16k_dinov1_b8_lr0.001_concat_3.log
mb-domars16k,dinov1_b8,original,0.001,89.22,Best Val Accuracy,mb-domars16k_dinov1_b8_lr0.001_original.log
mb-domars16k,dinov1_b8,concat2,0.01,87.48,Best Val Accuracy,mb-domars16k_dinov1_b8_lr0.01_concat_2.log
mb-domars16k,dinov1_b8,concat3,0.01,86.8,Best Val Accuracy,mb-domars16k_dinov1_b8_lr0.01_concat_3.log
mb-domars16k,dinov1_b8,original,0.01,86.74,Best Val Accuracy,mb-domars16k_dinov1_b8_lr0.01_original.log
mb-domars16k,dinov2_l14,concat2,0.0001,87.67,Best Val Accuracy,mb-domars16k_dinov2_l14_lr0.0001_concat_2.log
mb-domars16k,dinov2_l14,concat3,0.0001,87.55,Best Val Accuracy,mb-domars16k_dinov2_l14_lr0.0001_concat_3.log
mb-domars16k,dinov2_l14,original,0.0001,85.32,Best Val Accuracy,mb-domars16k_dinov2_l14_lr0.0001_original.log
mb-domars16k,dinov2_l14,concat2,0.001,87.92,Best Val Accuracy,mb-domars16k_dinov2_l14_lr0.001_concat_2.log
mb-domars16k,dinov2_l14,concat3,0.001,88.79,Best Val Accuracy,mb-domars16k_dinov2_l14_lr0.001_concat_3.log
mb-domars16k,dinov2_l14,original,0.001,86.74,Best Val Accuracy,mb-domars16k_dinov2_l14_lr0.001_original.log
mb-domars16k,dinov2_l14,concat2,0.01,86.06,Best Val Accuracy,mb-domars16k_dinov2_l14_lr0.01_concat_2.log
mb-domars16k,dinov2_l14,concat3,0.01,86.8,Best Val Accuracy,mb-domars16k_dinov2_l14_lr0.01_concat_3.log
mb-domars16k,dinov2_l14,original,0.01,85.38,Best Val Accuracy,mb-domars16k_dinov2_l14_lr0.01_original.log
mb-domars16k,dinov3_lvd_1cha,concat2,0.0001,84.2,Best Val Accuracy,mb-domars16k_dinov3_lvd_1cha_lr0.0001_concat_2.log
mb-domars16k,dinov3_lvd_1cha,concat3,0.0001,84.82,Best Val Accuracy,mb-domars16k_dinov3_lvd_1cha_lr0.0001_concat_3.log
mb-domars16k,dinov3_lvd_1cha,original,0.0001,82.84,Best Val Accuracy,mb-domars16k_dinov3_lvd_1cha_lr0.0001_original.log
mb-domars16k,dinov3_lvd_1cha,concat2,0.001,87.61,Best Val Accuracy,mb-domars16k_dinov3_lvd_1cha_lr0.001_concat_2.log
mb-domars16k,dinov3_lvd_1cha,concat3,0.001,88.79,Best Val Accuracy,mb-domars16k_dinov3_lvd_1cha_lr0.001_concat_3.log
mb-domars16k,dinov3_lvd_1cha,original,0.001,87.42,Best Val Accuracy,mb-domars16k_dinov3_lvd_1cha_lr0.001_original.log
mb-domars16k,dinov3_lvd_1cha,concat2,0.01,87.98,Best Val Accuracy,mb-domars16k_dinov3_lvd_1cha_lr0.01_concat_2.log
mb-domars16k,dinov3_lvd_1cha,concat3,0.01,87.55,Best Val Accuracy,mb-domars16k_dinov3_lvd_1cha_lr0.01_concat_3.log
mb-domars16k,dinov3_lvd_1cha,original,0.01,87.05,Best Val Accuracy,mb-domars16k_dinov3_lvd_1cha_lr0.01_original.log
mb-domars16k,dinov3_lvd,concat2,0.0001,83.83,Best Val Accuracy,mb-domars16k_dinov3_lvd_lr0.0001_concat_2.log
mb-domars16k,dinov3_lvd,concat3,0.0001,84.88,Best Val Accuracy,mb-domars16k_dinov3_lvd_lr0.0001_concat_3.log
mb-domars16k,dinov3_lvd,original,0.0001,82.59,Best Val Accuracy,mb-domars16k_dinov3_lvd_lr0.0001_original.log
mb-domars16k,dinov3_lvd,concat2,0.001,88.35,Best Val Accuracy,mb-domars16k_dinov3_lvd_lr0.001_concat_2.log
mb-domars16k,dinov3_lvd,concat3,0.001,86.8,Best Val Accuracy,mb-domars16k_dinov3_lvd_lr0.001_concat_3.log
mb-domars16k,dinov3_lvd,original,0.001,87.61,Best Val Accuracy,mb-domars16k_dinov3_lvd_lr0.001_original.log
mb-domars16k,dinov3_lvd,concat2,0.01,87.17,Best Val Accuracy,mb-domars16k_dinov3_lvd_lr0.01_concat_2.log
mb-domars16k,dinov3_lvd,concat3,0.01,86.43,Best Val Accuracy,mb-domars16k_dinov3_lvd_lr0.01_concat_3.log
mb-domars16k,dinov3_lvd,original,0.01,86.74,Best Val Accuracy,mb-domars16k_dinov3_lvd_lr0.01_original.log
mb-domars16k,dinov3_sat_1cha,concat2,0.0001,83.33,Best Val Accuracy,mb-domars16k_dinov3_sat_1cha_lr0.0001_concat_2.log
mb-domars16k,dinov3_sat_1cha,concat3,0.0001,83.71,Best Val Accuracy,mb-domars16k_dinov3_sat_1cha_lr0.0001_concat_3.log
mb-domars16k,dinov3_sat_1cha,original,0.0001,76.77,Best Val Accuracy,mb-domars16k_dinov3_sat_1cha_lr0.0001_original.log
mb-domars16k,dinov3_sat_1cha,concat2,0.001,88.04,Best Val Accuracy,mb-domars16k_dinov3_sat_1cha_lr0.001_concat_2.log
