Dataset,Model,Datafraction,Score,Filename
mb-atmospheric_dust_cls_rdr,dinov1_b8,0.01,94.4,mb-atmospheric_dust_cls_rdr_dinov1_b8_frac0.01x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov1_b8,0.01,95.22,mb-atmospheric_dust_cls_rdr_dinov1_b8_frac0.01x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov1_b8,0.01,69.01,mb-atmospheric_dust_cls_rdr_dinov1_b8_frac0.01x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov1_b8,0.05,96.05,mb-atmospheric_dust_cls_rdr_dinov1_b8_frac0.05x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov1_b8,0.05,95.24,mb-atmospheric_dust_cls_rdr_dinov1_b8_frac0.05x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov1_b8,0.05,92.77,mb-atmospheric_dust_cls_rdr_dinov1_b8_frac0.05x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov1_b8,0.20,95.86,mb-atmospheric_dust_cls_rdr_dinov1_b8_frac0.20x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov1_b8,0.20,95.74,mb-atmospheric_dust_cls_rdr_dinov1_b8_frac0.20x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov1_b8,0.20,95.9,mb-atmospheric_dust_cls_rdr_dinov1_b8_frac0.20x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov1_b8,0.50,95.76,mb-atmospheric_dust_cls_rdr_dinov1_b8_frac0.50x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov1_b8,0.50,95.59,mb-atmospheric_dust_cls_rdr_dinov1_b8_frac0.50x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov1_b8,0.50,95.67,mb-atmospheric_dust_cls_rdr_dinov1_b8_frac0.50x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov1_b8,full,96.09,mb-atmospheric_dust_cls_rdr_dinov1_b8_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov1_b8,full,95.82,mb-atmospheric_dust_cls_rdr_dinov1_b8_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov1_b8,full,95.74,mb-atmospheric_dust_cls_rdr_dinov1_b8_lr0.01_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov2_l14,0.01,88.55,mb-atmospheric_dust_cls_rdr_dinov2_l14_frac0.01x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov2_l14,0.01,92.92,mb-atmospheric_dust_cls_rdr_dinov2_l14_frac0.01x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov2_l14,0.01,46.45,mb-atmospheric_dust_cls_rdr_dinov2_l14_frac0.01x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov2_l14,0.05,94.11,mb-atmospheric_dust_cls_rdr_dinov2_l14_frac0.05x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov2_l14,0.05,95.61,mb-atmospheric_dust_cls_rdr_dinov2_l14_frac0.05x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov2_l14,0.05,90.62,mb-atmospheric_dust_cls_rdr_dinov2_l14_frac0.05x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov2_l14,0.20,95.01,mb-atmospheric_dust_cls_rdr_dinov2_l14_frac0.20x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov2_l14,0.20,95.61,mb-atmospheric_dust_cls_rdr_dinov2_l14_frac0.20x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov2_l14,0.20,94.09,mb-atmospheric_dust_cls_rdr_dinov2_l14_frac0.20x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov2_l14,0.50,95.34,mb-atmospheric_dust_cls_rdr_dinov2_l14_frac0.50x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov2_l14,0.50,95.61,mb-atmospheric_dust_cls_rdr_dinov2_l14_frac0.50x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov2_l14,0.50,94.88,mb-atmospheric_dust_cls_rdr_dinov2_l14_frac0.50x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov2_l14,full,98.58,mb-atmospheric_dust_cls_rdr_dinov2_l14_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov2_l14,full,98.68,mb-atmospheric_dust_cls_rdr_dinov2_l14_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov2_l14,full,98.41,mb-atmospheric_dust_cls_rdr_dinov2_l14_lr0.01_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd_1cha,0.01,96.85,mb-atmospheric_dust_cls_rdr_dinov3_lvd_1cha_frac0.01x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd_1cha,0.01,97.6,mb-atmospheric_dust_cls_rdr_dinov3_lvd_1cha_frac0.01x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd_1cha,0.01,88.74,mb-atmospheric_dust_cls_rdr_dinov3_lvd_1cha_frac0.01x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd_1cha,0.05,97.87,mb-atmospheric_dust_cls_rdr_dinov3_lvd_1cha_frac0.05x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd_1cha,0.05,97.81,mb-atmospheric_dust_cls_rdr_dinov3_lvd_1cha_frac0.05x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd_1cha,0.05,96.3,mb-atmospheric_dust_cls_rdr_dinov3_lvd_1cha_frac0.05x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd_1cha,0.20,98.06,mb-atmospheric_dust_cls_rdr_dinov3_lvd_1cha_frac0.20x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd_1cha,0.20,97.81,mb-atmospheric_dust_cls_rdr_dinov3_lvd_1cha_frac0.20x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd_1cha,0.20,97.79,mb-atmospheric_dust_cls_rdr_dinov3_lvd_1cha_frac0.20x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd_1cha,0.50,98.1,mb-atmospheric_dust_cls_rdr_dinov3_lvd_1cha_frac0.50x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd_1cha,0.50,97.64,mb-atmospheric_dust_cls_rdr_dinov3_lvd_1cha_frac0.50x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd_1cha,0.50,98.27,mb-atmospheric_dust_cls_rdr_dinov3_lvd_1cha_frac0.50x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd_1cha,full,98.18,mb-atmospheric_dust_cls_rdr_dinov3_lvd_1cha_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd_1cha,full,97.91,mb-atmospheric_dust_cls_rdr_dinov3_lvd_1cha_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd_1cha,full,96.89,mb-atmospheric_dust_cls_rdr_dinov3_lvd_1cha_lr0.01_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd,0.01,95.99,mb-atmospheric_dust_cls_rdr_dinov3_lvd_frac0.01x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd,0.01,97.16,mb-atmospheric_dust_cls_rdr_dinov3_lvd_frac0.01x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd,0.01,75.53,mb-atmospheric_dust_cls_rdr_dinov3_lvd_frac0.01x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd,0.05,97.47,mb-atmospheric_dust_cls_rdr_dinov3_lvd_frac0.05x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd,0.05,97.87,mb-atmospheric_dust_cls_rdr_dinov3_lvd_frac0.05x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd,0.05,96.64,mb-atmospheric_dust_cls_rdr_dinov3_lvd_frac0.05x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd,0.20,97.62,mb-atmospheric_dust_cls_rdr_dinov3_lvd_frac0.20x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd,0.20,98.06,mb-atmospheric_dust_cls_rdr_dinov3_lvd_frac0.20x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd,0.20,97.35,mb-atmospheric_dust_cls_rdr_dinov3_lvd_frac0.20x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd,0.50,97.74,mb-atmospheric_dust_cls_rdr_dinov3_lvd_frac0.50x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd,0.50,97.66,mb-atmospheric_dust_cls_rdr_dinov3_lvd_frac0.50x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd,0.50,97.58,mb-atmospheric_dust_cls_rdr_dinov3_lvd_frac0.50x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd,full,97.64,mb-atmospheric_dust_cls_rdr_dinov3_lvd_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd,full,97.78,mb-atmospheric_dust_cls_rdr_dinov3_lvd_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_lvd,full,96.28,mb-atmospheric_dust_cls_rdr_dinov3_lvd_lr0.01_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_sat_1cha,0.01,96.07,mb-atmospheric_dust_cls_rdr_dinov3_sat_1cha_frac0.01x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_sat_1cha,0.01,96.39,mb-atmospheric_dust_cls_rdr_dinov3_sat_1cha_frac0.01x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_sat_1cha,0.01,75.76,mb-atmospheric_dust_cls_rdr_dinov3_sat_1cha_frac0.01x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_sat_1cha,0.05,97.2,mb-atmospheric_dust_cls_rdr_dinov3_sat_1cha_frac0.05x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_sat_1cha,0.05,97.22,mb-atmospheric_dust_cls_rdr_dinov3_sat_1cha_frac0.05x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_sat_1cha,0.05,96.78,mb-atmospheric_dust_cls_rdr_dinov3_sat_1cha_frac0.05x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_sat_1cha,0.20,97.2,mb-atmospheric_dust_cls_rdr_dinov3_sat_1cha_frac0.20x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_sat_1cha,0.20,97.14,mb-atmospheric_dust_cls_rdr_dinov3_sat_1cha_frac0.20x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_sat_1cha,0.20,96.82,mb-atmospheric_dust_cls_rdr_dinov3_sat_1cha_frac0.20x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_sat_1cha,0.50,97.14,mb-atmospheric_dust_cls_rdr_dinov3_sat_1cha_frac0.50x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_sat_1cha,0.50,96.36,mb-atmospheric_dust_cls_rdr_dinov3_sat_1cha_frac0.50x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_sat_1cha,0.50,97.22,mb-atmospheric_dust_cls_rdr_dinov3_sat_1cha_frac0.50x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_sat_1cha,full,97.18,mb-atmospheric_dust_cls_rdr_dinov3_sat_1cha_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_sat_1cha,full,96.62,mb-atmospheric_dust_cls_rdr_dinov3_sat_1cha_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_sat_1cha,full,96.26,mb-atmospheric_dust_cls_rdr_dinov3_sat_1cha_lr0.01_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_sat,0.01,98.14,mb-atmospheric_dust_cls_rdr_dinov3_sat_frac0.01x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_sat,0.01,97.95,mb-atmospheric_dust_cls_rdr_dinov3_sat_frac0.01x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_sat,0.01,72.73,mb-atmospheric_dust_cls_rdr_dinov3_sat_frac0.01x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_sat,0.05,98.24,mb-atmospheric_dust_cls_rdr_dinov3_sat_frac0.05x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_sat,0.05,98.04,mb-atmospheric_dust_cls_rdr_dinov3_sat_frac0.05x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_sat,0.05,97.28,mb-atmospheric_dust_cls_rdr_dinov3_sat_frac0.05x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_sat,0.20,97.97,mb-atmospheric_dust_cls_rdr_dinov3_sat_frac0.20x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_sat,0.20,97.89,mb-atmospheric_dust_cls_rdr_dinov3_sat_frac0.20x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_sat,0.20,98.14,mb-atmospheric_dust_cls_rdr_dinov3_sat_frac0.20x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_sat,0.50,98.37,mb-atmospheric_dust_cls_rdr_dinov3_sat_frac0.50x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_sat,0.50,97.47,mb-atmospheric_dust_cls_rdr_dinov3_sat_frac0.50x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_sat,0.50,97.74,mb-atmospheric_dust_cls_rdr_dinov3_sat_frac0.50x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_sat,full,98.29,mb-atmospheric_dust_cls_rdr_dinov3_sat_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_sat,full,97.76,mb-atmospheric_dust_cls_rdr_dinov3_sat_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,dinov3_sat,full,97.33,mb-atmospheric_dust_cls_rdr_dinov3_sat_lr0.01_concat_3.log
mb-atmospheric_dust_cls_rdr,mars_mae,0.01,88.03,mb-atmospheric_dust_cls_rdr_mars_mae_frac0.01x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,mars_mae,0.01,92.6,mb-atmospheric_dust_cls_rdr_mars_mae_frac0.01x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,mars_mae,0.01,70.98,mb-atmospheric_dust_cls_rdr_mars_mae_frac0.01x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,mars_mae,0.05,93.17,mb-atmospheric_dust_cls_rdr_mars_mae_frac0.05x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,mars_mae,0.05,94.74,mb-atmospheric_dust_cls_rdr_mars_mae_frac0.05x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,mars_mae,0.05,89.66,mb-atmospheric_dust_cls_rdr_mars_mae_frac0.05x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,mars_mae,0.20,94.38,mb-atmospheric_dust_cls_rdr_mars_mae_frac0.20x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,mars_mae,0.20,94.86,mb-atmospheric_dust_cls_rdr_mars_mae_frac0.20x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,mars_mae,0.20,92.46,mb-atmospheric_dust_cls_rdr_mars_mae_frac0.20x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,mars_mae,0.50,94.73,mb-atmospheric_dust_cls_rdr_mars_mae_frac0.50x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,mars_mae,0.50,95.45,mb-atmospheric_dust_cls_rdr_mars_mae_frac0.50x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,mars_mae,0.50,93.54,mb-atmospheric_dust_cls_rdr_mars_mae_frac0.50x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,mars_mae,full,94.57,mb-atmospheric_dust_cls_rdr_mars_mae_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,mars_mae,full,94.71,mb-atmospheric_dust_cls_rdr_mars_mae_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,mars_mae,full,95.15,mb-atmospheric_dust_cls_rdr_mars_mae_lr0.01_concat_3.log
mb-atmospheric_dust_cls_rdr,openclip,0.01,80.71,mb-atmospheric_dust_cls_rdr_openclip_frac0.01x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,openclip,0.01,92.41,mb-atmospheric_dust_cls_rdr_openclip_frac0.01x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,openclip,0.01,87.9,mb-atmospheric_dust_cls_rdr_openclip_frac0.01x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,openclip,0.05,96.36,mb-atmospheric_dust_cls_rdr_openclip_frac0.05x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,openclip,0.05,96.97,mb-atmospheric_dust_cls_rdr_openclip_frac0.05x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,openclip,0.05,85.44,mb-atmospheric_dust_cls_rdr_openclip_frac0.05x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,openclip,0.20,96.66,mb-atmospheric_dust_cls_rdr_openclip_frac0.20x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,openclip,0.20,96.93,mb-atmospheric_dust_cls_rdr_openclip_frac0.20x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,openclip,0.20,94.07,mb-atmospheric_dust_cls_rdr_openclip_frac0.20x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,openclip,0.50,96.55,mb-atmospheric_dust_cls_rdr_openclip_frac0.50x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,openclip,0.50,96.59,mb-atmospheric_dust_cls_rdr_openclip_frac0.50x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,openclip,0.50,94.48,mb-atmospheric_dust_cls_rdr_openclip_frac0.50x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,openclip,full,96.36,mb-atmospheric_dust_cls_rdr_openclip_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,openclip,full,96.64,mb-atmospheric_dust_cls_rdr_openclip_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,openclip,full,97.26,mb-atmospheric_dust_cls_rdr_openclip_lr0.01_concat_3.log
mb-atmospheric_dust_cls_rdr,satmae,0.01,87.17,mb-atmospheric_dust_cls_rdr_satmae_frac0.01x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,satmae,0.01,92.16,mb-atmospheric_dust_cls_rdr_satmae_frac0.01x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,satmae,0.01,75.2,mb-atmospheric_dust_cls_rdr_satmae_frac0.01x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,satmae,0.05,92.04,mb-atmospheric_dust_cls_rdr_satmae_frac0.05x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,satmae,0.05,94.3,mb-atmospheric_dust_cls_rdr_satmae_frac0.05x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,satmae,0.05,89.43,mb-atmospheric_dust_cls_rdr_satmae_frac0.05x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,satmae,0.20,94.48,mb-atmospheric_dust_cls_rdr_satmae_frac0.20x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,satmae,0.20,95.84,mb-atmospheric_dust_cls_rdr_satmae_frac0.20x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,satmae,0.20,91.68,mb-atmospheric_dust_cls_rdr_satmae_frac0.20x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,satmae,0.50,95.19,mb-atmospheric_dust_cls_rdr_satmae_frac0.50x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,satmae,0.50,96.14,mb-atmospheric_dust_cls_rdr_satmae_frac0.50x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,satmae,0.50,93.25,mb-atmospheric_dust_cls_rdr_satmae_frac0.50x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,satmae,full,94.73,mb-atmospheric_dust_cls_rdr_satmae_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,satmae,full,95.26,mb-atmospheric_dust_cls_rdr_satmae_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,satmae,full,95.99,mb-atmospheric_dust_cls_rdr_satmae_lr0.01_concat_3.log
mb-atmospheric_dust_cls_rdr,scale_mae,full,91.12,mb-atmospheric_dust_cls_rdr_scale_mae_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,scale_mae,full,92.1,mb-atmospheric_dust_cls_rdr_scale_mae_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,scale_mae,full,92.44,mb-atmospheric_dust_cls_rdr_scale_mae_lr0.01_concat_3.log
mb-atmospheric_dust_cls_rdr,siglip2,0.01,94.51,mb-atmospheric_dust_cls_rdr_siglip2_frac0.01x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,siglip2,0.01,95.38,mb-atmospheric_dust_cls_rdr_siglip2_frac0.01x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,siglip2,0.01,58.5,mb-atmospheric_dust_cls_rdr_siglip2_frac0.01x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,siglip2,0.05,96.24,mb-atmospheric_dust_cls_rdr_siglip2_frac0.05x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,siglip2,0.05,97.7,mb-atmospheric_dust_cls_rdr_siglip2_frac0.05x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,siglip2,0.05,95.95,mb-atmospheric_dust_cls_rdr_siglip2_frac0.05x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,siglip2,0.20,97.26,mb-atmospheric_dust_cls_rdr_siglip2_frac0.20x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,siglip2,0.20,97.3,mb-atmospheric_dust_cls_rdr_siglip2_frac0.20x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,siglip2,0.20,96.09,mb-atmospheric_dust_cls_rdr_siglip2_frac0.20x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,siglip2,0.50,97.33,mb-atmospheric_dust_cls_rdr_siglip2_frac0.50x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,siglip2,0.50,97.31,mb-atmospheric_dust_cls_rdr_siglip2_frac0.50x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,siglip2,0.50,96.74,mb-atmospheric_dust_cls_rdr_siglip2_frac0.50x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,siglip2,full,96.82,mb-atmospheric_dust_cls_rdr_siglip2_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,siglip2,full,97.26,mb-atmospheric_dust_cls_rdr_siglip2_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,siglip2,full,96.11,mb-atmospheric_dust_cls_rdr_siglip2_lr0.01_concat_3.log
mb-atmospheric_dust_cls_rdr,swin_v2,0.01,96.13,mb-atmospheric_dust_cls_rdr_swin_v2_frac0.01x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,swin_v2,0.01,96.43,mb-atmospheric_dust_cls_rdr_swin_v2_frac0.01x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,swin_v2,0.01,80.53,mb-atmospheric_dust_cls_rdr_swin_v2_frac0.01x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,swin_v2,0.05,96.91,mb-atmospheric_dust_cls_rdr_swin_v2_frac0.05x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,swin_v2,0.05,97.07,mb-atmospheric_dust_cls_rdr_swin_v2_frac0.05x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,swin_v2,0.05,96.89,mb-atmospheric_dust_cls_rdr_swin_v2_frac0.05x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,swin_v2,0.20,97.18,mb-atmospheric_dust_cls_rdr_swin_v2_frac0.20x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,swin_v2,0.20,96.95,mb-atmospheric_dust_cls_rdr_swin_v2_frac0.20x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,swin_v2,0.20,96.55,mb-atmospheric_dust_cls_rdr_swin_v2_frac0.20x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,swin_v2,0.50,96.82,mb-atmospheric_dust_cls_rdr_swin_v2_frac0.50x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,swin_v2,0.50,96.68,mb-atmospheric_dust_cls_rdr_swin_v2_frac0.50x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,swin_v2,0.50,96.74,mb-atmospheric_dust_cls_rdr_swin_v2_frac0.50x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,swin_v2,full,96.78,mb-atmospheric_dust_cls_rdr_swin_v2_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,swin_v2,full,96.8,mb-atmospheric_dust_cls_rdr_swin_v2_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,swin_v2,full,96.66,mb-atmospheric_dust_cls_rdr_swin_v2_lr0.01_concat_3.log
mb-atmospheric_dust_cls_rdr,vit_l,0.01,95.84,mb-atmospheric_dust_cls_rdr_vit_l_frac0.01x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,vit_l,0.01,96.09,mb-atmospheric_dust_cls_rdr_vit_l_frac0.01x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,vit_l,0.01,44.07,mb-atmospheric_dust_cls_rdr_vit_l_frac0.01x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,vit_l,0.05,96.16,mb-atmospheric_dust_cls_rdr_vit_l_frac0.05x_lr0.0001_concat_3.log
mb-atmospheric_dust_cls_rdr,vit_l,0.05,96.03,mb-atmospheric_dust_cls_rdr_vit_l_frac0.05x_lr0.001_concat_3.log
mb-atmospheric_dust_cls_rdr,vit_l,0.05,95.74,mb-atmospheric_dust_cls_rdr_vit_l_frac0.05x_lr1e-05_concat_3.log
mb-atmospheric_dust_cls_rdr,vit_l,0.20,96.07,mb-atmospheric_dust_cls_rdr_vit_l_frac0.20x_lr0.0001_concat_3.log
